userid,followerid
1932512871,91
1932513065,209
1932513320,72
1932513987,267
1932514924,212
1932515814,65
1932516144,133
1932516241,396
1932516703,199
1932517127,271
1932517464,48
1932517774,27
1932517893,198
1932518294,203
1932518390,94
1932518693,337
1932518852,5
1932518997,38
1932519405,419
1932521001,67
1932521605,123
1932521922,124
1932521945,72
1932522361,220
1932525067,739
1932525581,267
1932525815,29
1932526457,109
1932526717,130
1932527695,136
1932528183,89
1932528487,111
1932529017,506
1932529424,109
1932529823,75
1932531327,374
1932532430,290
1932533012,39
1932534394,333
1932534517,59
1932535815,28
1932537842,76
1932538882,145
1932540173,83
1932541354,84
1932541573,235
1932541830,158
1932541935,55
1932542115,128
1932542262,467
1932542753,134
1932543735,97
1932544014,363
1932544055,51
1932544583,134
1932545561,105
1932546171,70
1932548213,177
1932548365,73
1932549094,574
1932549361,137
1932551005,334
1932552267,1166
1932552691,69
1932554282,46
1932555224,334
1932556065,160
1932556122,78
1932558083,694
1932560435,78
1932562641,37
1932563445,74
1932563453,332
1932563855,162
1932564172,93
1932565187,188
1932565493,161
1932566162,90
1932566195,121
1932566777,303
1932567225,113
1932568125,115
1932568195,13
1932568343,260
1932571185,198
1932571975,36
1932572455,57
1932573783,7
1932573863,773
1932575485,205
1932576243,85
1932576255,464
1932576647,23
1932577857,46
1932578071,349
1932578094,78
1932579397,98
1932580627,117
1932580917,486
1932581550,21
1932582351,671
1932582531,562
1932584077,1229
1932584891,112
1932585327,597
1932585507,49
1932587267,239
1932589155,446
1932590544,77
1932590597,25
1932591132,57
1932591405,4
1932591893,150
1932595365,28
1932596071,25
1932596190,177
1932596207,625
1932596437,206
1932600585,597
1932601025,79
1932602235,321
1932602591,111
1932603082,64
1932603692,248
1932604581,1111
1932605322,73
1932606413,490
1932608894,771
1932609614,94
1932609990,20
1932610080,49
1932610242,76
1932611027,65
1932611685,104
1932612563,31
1932614251,543
1932614415,195
1932615813,581
1932616481,47
1932617447,81
1932618683,80
1932618814,97
1932619445,358
1932620137,15
1932620974,210
1932621981,330
1932622561,31
1932623795,77
1932623811,42
1932625125,241
1932625815,65
1932625944,47
1932625971,92
1932627120,337
1932627221,20
1932627363,244
1932629334,670
1932629414,36
1932629640,5
1932629821,96
1932631533,11
1932633150,270
1932633181,24
1932634004,118
1932634055,173
1932635287,86
1932635941,55
1932636863,463
1932637202,531
1932637481,3
1932637635,30
1932637814,309
1932638224,76
1932639421,64
1932639853,179
1932640463,150
1932640544,118
1932640877,37
1932640903,221
1932641025,11
1932642635,44
1932642990,22
1932643402,33
1932643682,187
1932644784,791
1932645275,187
1932645644,92
1932646293,201
1932648021,77
1932648625,178
1932651147,956
1932651784,391
1932652390,15
1932652601,84
1932653043,38
1932653744,439
1933491181,466
1933491244,165
1933491755,956
1933492860,621
1933493590,194
1933493623,1271
1933494711,134
1933494805,184
1933495237,1149
1933495383,1227
1933495833,217
1933496003,17
1933496395,646
1933496767,39
1933496913,106
1933497425,88
1933497437,445
1933498127,6
1933498845,51
1933499583,122
1933500367,51
1933500587,190
1933501107,226
1933501672,703
1933501687,203
1933501874,746
1933502173,40
1933502477,130
1933502711,67
1933503461,80
1933503670,983
1933503817,55
1933504091,168
1933504941,30
1933505515,75
1933505705,75
1933506255,46
1933506795,386
1933508182,80
1933509027,96
1933509284,212
1933509675,414
1933510172,15
1933510183,98
1933510195,280
1933510842,361
1933511237,308
1933511405,121
1933511611,252
1933511781,48
1933511847,102
1933511965,12
1933512482,249
1933512572,104
1933513035,134
1933513103,70
1933513673,268
1933514080,75
1933514114,429
1933514202,61
1933514214,15
1933514340,51
1933515570,12
1933516095,190
1933516382,72
1933516660,438
1933516683,1209
1933516751,97
1933516945,169
1933517253,266
1933517301,58
1933517945,52
1933518550,273
1933518853,360
1933518872,174
1933519420,90
1933519427,177
1933520017,184
1933520211,25
1933521051,83
1933521107,224
1933521190,560
1933521451,875
1933521987,192
1933522340,232
1933523414,70
1933524122,366
1933524865,81
1933525097,293
1933525284,343
1933525414,155
1933525430,99
1933526635,135
1933526775,4
1933526915,16
1933528515,120
1933529375,189
1933529521,973
1933529773,67
1933530140,259
1933530363,36
1933530970,180
1933531492,218
1933532702,13
1933532717,161
1933535043,43
1933536007,204
1933536361,128
1933536517,85
1933536933,26
1933537260,139
1933538050,48
1933539015,114
1933539125,38
1933539210,65
1933539462,62
1933540517,162
1933541191,234
1933543465,199
1933543481,52
1933543885,191
1933544141,211
1933545592,75
1933546087,35
1933546200,64
1933546391,170
1933547367,113
1933548690,112
1933549103,297
1933549441,177
1933549537,985
1933549545,862
1933549843,148
1933550210,64
1933550393,41
1933551953,129
1933552577,48
1933552790,321
1933552995,165
1933553492,73
1933553585,291
1933554442,193
1933555542,34
1933555927,195
1933555950,1567
1933558965,443
1933560115,427
1933560215,4
1933561047,46
1933561165,863
1933561393,114
1933561427,230
1933561810,238
1933562353,86
1933563930,70
1933564375,59
1933564873,127
1933565513,312
1933565622,83
1933565760,195
1933567327,1109
1933567755,69
1933568354,123
1933568613,237
1933568853,611
1933569752,75
1933570641,678
1933570794,180
1933571484,177
1933572564,432
1933572800,34
1933574590,860
1933574671,295
1933575493,215
1933575795,244
1933577105,216
1933577791,135
1933577854,107
1933578004,47
1933579024,23
1933580580,180
1933580592,29
1933580604,15
1933580971,1032
1933581352,63
1933581927,640
1933581934,137
1933582313,37
1933583520,20
1933585151,1191
1933585211,96
1933585353,137
1933585575,41
1933585883,144
1933587081,68
1933587957,159
1933589542,67
1933589672,3
1933590363,242
1933591323,115
1933591574,305
1933591622,6
1933592057,51
1933592775,417
1933593281,41
1933595357,41
1933597017,939
1933597263,60
1933597771,57
1933598391,482
1933600554,111
1933600954,117
1933601152,113
1934294445,7
1934295297,52
1934295335,128
1934295433,18
1934295907,221
1934296252,141
1934296573,38
1934297007,283
1934297260,45
1934297453,28
1934297917,72
1934298125,21
1934298503,596
1934298653,306
1934298784,607
1934298875,590
1934299325,1301
1934299441,223
1934300257,103
1934300683,140
1934300801,688
1934300967,64
1934301022,898
1934301070,131
1934301372,238
1934301905,11
1934302087,938
1934302332,85
1934302351,148
1934302773,77
1934303255,24
1934303325,393
1934304085,23
1934304161,820
1934304167,82
1934304382,346
1934304752,765
1934306130,678
1934306281,230
1934307022,75
1934307130,41
1934307703,709
1934307724,94
1934307945,66
1934309274,64
1934309293,265
1934310327,76
1934311132,58
1934311760,79
1934311812,214
1934311923,53
1934312014,159
1934312535,583
1934312607,90
1934313081,21
1934313423,52
1934313531,125
1934313973,114
1934314961,65
1934315214,487
1934315825,1170
1934315867,94
1934316595,48
1934316980,217
1934317955,160
1934318625,1359
1934319377,74
1934319431,65
1934319462,37
1934319687,231
1934319807,141
1934319970,84
1934320245,28
1934320697,137
1934320773,162
1934321753,214
1934322223,601
1934322373,121
1934322437,115
1934322553,379
1934322592,481
1934322781,37
1934322984,573
1934323135,669
1934323297,84
1934323725,173
1934324004,42
1934324013,2
1934324023,417
1934324777,26
2091180495,33
2091180663,77
2091181103,995
2091181502,86
2091181713,160
2091182424,41
2091183357,350
2091183732,348
2091183973,211
2091184117,27
2091184385,91
2091184465,149
2091185112,37
2091185220,39
2091186372,442
2091186777,33
2091186867,87
2091186947,58
2091187603,89
2091188353,1
2091188577,41
2091189351,116
2091189990,154
2091190291,53
2091190935,31
2091191752,100
2091191900,373
2091194191,241
2091194375,721
2091194817,26
2091195395,197
2091195882,35
2091196300,838
2091196781,97
2091197315,466
2091197467,266
2091197675,29
2091197941,253
2091198004,261
2091198542,44
2091198831,37
2091198994,76
2091199193,148
2091199825,53
2091200190,302
2091201120,123
2091201194,184
2091201693,339
2091201847,38
2091202082,23
2091202565,915
2091203791,63
2091204184,112
2091204291,106
2091204570,440
2091204850,72
2091205603,103
2091208623,215
2091209265,82
2091209730,73
2091210382,557
2091210800,198
2091211512,90
2091212663,69
2091212702,419
2091214637,88
2091216573,266
2091216905,100
2091217625,135
2091218615,60
2091219055,271
2091219345,317
2091220224,33
2091220405,293
2091221131,40
2091223454,180
2091223811,998
2091224171,41
2091224645,97
2091224802,74
2091225392,54
2091225601,131
2091226041,50
2091227401,564
2091228570,142
2091229303,26
2091229994,301
2091230624,29
2091230723,72
2091231384,43
2091233253,47
2091235064,89
2091236677,867
2091236781,57
2091237282,176
2091237372,317
2091237521,85
2091237704,16
2091238614,126
2091239271,795
2091239674,240
2091239712,20
2091240091,57
2091241342,947
2091241523,20
2091244587,68
2091245335,107
2091246095,111
2091246440,694
2091246527,96
2091246713,52
2091246714,133
2091247067,28
2091247595,74
2091248085,464
2091248795,77
2091248804,378
2091250017,745
2091250091,283
2091250994,95
2091251351,63
2091252791,75
2091252947,74
2091253151,966
2091253160,257
2091253535,76
2091253811,111
2091253857,923
2091254467,25
2091255017,189
2091256321,76
2091256597,127
2091257375,78
2091258122,59
2091258130,606
2091258865,174
2091260015,27
2091260101,149
2091261215,93
2091261752,437
2091261983,105
2091262507,141
2091264563,80
2091264891,66
2091265383,1204
2091266807,59
2091268024,75
2091268085,1437
2091268201,115
2091268515,21
2091269033,26
2091269851,74
2091270412,191
2091270821,166
2091271224,50
2091271790,203
2091271812,116
2091273977,28
2091275437,62
2091275554,49
2091276091,107
2091276410,1650
2091276900,131
2091276944,599
2091277421,730
2091278312,75
2091278492,75
2091278557,129
2091280821,419
2091282032,653
2091282502,221
2091282944,408
2091284582,142
2091284584,306
2091285697,23
2091288237,30
2091288401,159
2091288534,302
2091288993,63
2091289171,85
2091947402,49
2091947957,55
2091948333,109
2091949285,13
2091949687,89
2091949710,73
2091950073,87
2091950140,325
2091950920,378
2091950935,82
2091951267,128
2091952831,13
2091953365,146
2091954005,46
2091954860,310
2091955322,39
2091955353,10
2091955361,43
2091955683,295
2091955927,22
2091956291,76
2091957401,316
2091959265,220
2091959542,265
2091961202,27
2091961241,77
2091961550,33
2091961791,265
2091962437,172
2091962443,156
2091963161,64
2091963164,822
2091963181,970
2091963423,33
2091963553,167
2091964065,267
2091964525,56
2091966230,225
2091966895,172
2091968342,251
2091968363,373
2091968752,119
2091969220,51
2091969387,183
2091969695,52
2091971523,8
2091972133,377
2091972360,116
2091972922,68
2091973117,955
2091973345,327
2091973640,286
2091973893,64
2091973917,82
2091974085,191
2091974890,40
2091975120,144
2091975575,322
2091975984,532
2091976587,153
2091976697,99
2091977392,707
2091978871,153
2091979702,109
2091979743,64
2091979883,32
2091980411,36
2091980637,55
2091980837,170
2091981394,89
2091981662,81
2091982001,295
2091982014,156
2091982500,255
2091982721,6
2091984467,186
2091984675,42
2091984891,642
2091986131,44
2091986543,99
2091986991,175
2091988012,16
2091988133,580
2091988750,215
2091989041,109
2091989561,51
2091990075,110
2091990522,771
2091991225,536
2091992141,117
2091993037,184
2091993497,84
2091993834,49
2091995304,103
2091995703,162
2091996213,54
2091997493,18
2091997783,115
2091997843,130
2091998140,1388
2091998194,166
2091998693,187
2091998895,224
2091998937,55
2091999621,24
2092000505,48
2092000735,46
2092000993,427
2092002471,26
2092002621,88
2092002925,56
2092003205,71
2092004764,50
2092005470,1261
2092005474,83
2092006114,48
2092006852,28
2092007395,42
2092007703,106
2092008822,349
2092008871,343
2092008882,177
2092009734,69
2092010880,51
2092011162,54
2092011654,730
2092012817,86
2092013684,90
2092013854,152
2092013871,106
2092014043,137
2092014177,40
2092015275,384
2092015310,106
2092015653,399
2092015760,336
2092015890,85
2092016123,184
2092016344,68
2092016511,31
2092016803,92
2092017370,126
2092017483,449
2092018050,147
2092018555,342
2092019875,911
2092019887,108
2092020053,84
2092020381,97
2092020535,652
2092021465,77
2092021475,74
2092022164,1447
2092022200,768
2092022400,89
2092022550,70
2092022860,46
2092023305,58
2092023721,120
2092024830,115
2092025545,491
2092025971,395
2092026415,29
2092026823,3
2092028602,2
2092028927,9
2092029267,975
2092029500,56
2092030383,121
2092031893,104
2092032314,524
2092032733,390
2092033437,102
2092034272,72
2092034780,392
2092035013,109
2092035125,97
2092035373,336
2092037064,180
2092037190,714
2092037512,19
2092037605,58
2092038275,264
2092038522,28
2092038660,186
2092039132,186
2092040310,146
2092040421,162
2092040984,1019
2092041122,120
2092041250,64
2092042382,393
2092042875,1226
2092043054,207
2092043451,220
2092043787,66
2092043947,61
2092045355,477
2092049037,251
2092050097,52
2092051533,85
2092051754,407
2092052657,52
2092053352,185
2092053641,59
2092053755,625
2092054787,48
2092054937,74
2092055212,146
2092055271,3
2092056352,61
2092056530,319
2092057382,99
2092058544,104
2092058795,28
2092058925,41
2092060795,133
2092062134,341
2092062827,199
2092063477,96
2092063751,162
2092063834,401
2092063881,249
2092064013,82
2092064384,1442
2092064654,273
2092065617,19
2092065834,87
2092066125,145
2092066705,328
2092066853,63
2092067001,124
2092067177,52
2092067403,236
2092067604,31
2092068657,613
2092069217,111
2092069575,361
2092069681,32
2092070251,128
2092072103,163
2092072415,62
2092073525,73
2092075317,139
2092075372,75
2092076237,17
2092076261,27
2092076503,153
2092077323,269
2092078510,325
2092079667,97
2092080070,1173
2092080231,86
2092080263,251
2092080571,375
2092081557,42
2092082117,231
2092082593,39
2092082714,1
2092082737,252
2092082904,10
2092083520,21
2092083621,44
2092084755,22
2092085424,53
2092087163,133
2092087977,135
2092088124,25
2092088127,244
2092089121,84
2092090004,448
2092091040,55
2092091527,215
2092091702,353
2092091944,66
2092091991,122
2092092363,172
2092092917,9
2092093090,90
2092093181,658
2092752310,77
2092754465,21
2092756274,121
2092756445,60
2092756964,63
2092756995,50
2092757155,19
2092759867,107
2092760521,23
2092760642,24
2092760703,846
2092761487,110
2092763127,119
2092763133,36
2092764477,189
2092764807,189
2092766115,178
2092766250,387
2092766434,98
2092767931,108
2092768147,220
2092768680,374
2092769347,6
2092769611,22
2092769707,21
2092769813,54
2092769907,99
2092770183,546
2092770362,615
2092770940,605
2092771202,886
2092771564,322
2092773100,40
2092773250,380
2092773853,9
2092774860,163
2092775241,58
2092775401,55
2092775787,57
2092775851,135
2092776380,402
2092776444,156
2092776450,65
2092777021,113
2092779621,182
2092780115,182
2092781454,146
2092781660,103
2092781801,168
2092782055,29
2092782931,44
2092783325,191
2092783520,114
2092785022,116
2092785067,57
2092786760,32
2092786855,164
2092787267,53
2092787927,404
2092788182,554
2092789061,68
2092789777,44
2092790137,186
2092790224,294
2092790393,89
2092792003,64
2092792555,349
2092793435,43
2092793725,74
2092794291,36
2092794371,43
2092794503,603
2092795221,107
2092796333,3
2092796927,170
2092797045,63
2092797621,96
2092798582,692
2092799007,158
2092799092,247
2092799485,219
2092799887,168
2092800062,42
2092801984,401
2092802273,327
2092802794,221
2092803667,101
2092803773,24
2092803963,1263
2092804167,55
2092805935,189
2092806310,884
2092806583,49
2092806983,65
2092807483,508
2092808473,228
2092809433,49
2092810204,397
2092810844,324
2092811361,66
2092813173,60
2092814124,13
2092814872,66
2092815062,174
2092815185,62
2092815477,166
2092815533,377
2092815833,135
2092816452,8
2092816615,280
2092817663,120
2092817835,543
2092818393,119
2092818977,142
2092819681,59
2092819941,240
2092820072,62
2092820791,119
2092820933,162
2092821731,55
2092822234,42
2092823411,45
2092824144,225
2092824721,123
2092825207,63
2092825935,75
2092826104,22
2092826257,314
2092826704,545
2092827407,1192
2092827491,202
2092832282,19
2092832314,414
2092832394,175
2092832452,247
2092833354,195
2092833410,53
2092833500,252
2092833523,37
2092834487,49
2092834967,29
2092835073,1187
2092835431,202
2092836355,131
2092836372,84
2092836400,116
2092837295,36
2092838991,56
2092840745,114
2092840940,57
2092841441,97
2092841470,50
2092842021,401
2092842581,76
2092842645,33
2092842911,116
2092842951,41
2092843623,13
2092843663,572
2092843825,133
2092844294,182
2092844531,708
2092844674,333
2092844735,52
2092845101,23
2092845117,455
2092845305,98
2092846763,191
2092846992,43
2092847575,359
2092847577,786
2092847721,37
2092848075,709
2092848203,37
2092848397,28
2092848593,83
2092848943,84
2092849515,116
2092850682,386
2092851002,21
2092852711,5
2092852901,778
2092853285,103
2092853552,71
2092856014,1052
2092856491,3
2092856594,888
2092856627,82
2092857115,25
2092857225,179
2092857535,76
2092857993,309
2092858435,39
2092858593,396
2092858922,171
2092858925,53
2092859724,87
2092860551,240
2092860614,282
2092861690,214
2092863767,630
2092863863,12
2092864520,53
2092864580,167
2092864617,150
2092866067,356
2092866367,28
2092866564,106
2092867693,58
2092868741,62
2092870637,295
2092870902,239
2092870905,12
2092871577,85
2092871904,20
2092872161,468
2092872947,679
2092872953,144
2092873110,33
2092873123,344
2092874561,198
2092876215,45
2092876343,694
2092876611,910
2092877171,9
2092877773,12
2092878423,591
2092878740,184
2092878885,44
2092878961,97
2092879140,225
2092879253,16
2092879621,111
2092880077,160
2092880315,75
2092880551,156
2092880697,772
2092881184,131
2092881510,300
2092881521,564
2092882033,560
2092882041,33
2092882120,574
2092882304,13
2092882334,127
2092882723,908
2092883075,166
2092883925,65
2092884813,119
2092885143,180
2092885581,609
2092885884,85
2092885913,271
2092885947,1069
2092885952,173
2092886003,867
2092886751,46
2092887923,560
2092888355,717
2092890127,104
2092890315,315
2092890450,15
2092891304,72
2092892323,675
2092892404,139
2092892851,505
2092892882,358
2092893471,216
2092893880,77
2092893934,324
2092894141,384
2092894567,456
2092895213,785
2092895481,148
2092895693,107
2092896782,642
2092896924,49
2092897105,41
2092897401,58
2092898682,226
2092899224,1353
2092900103,314
2092900257,67
2092900830,65
2092902047,351
2092902070,962
2092902285,205
2092902691,581
2092903047,52
2092903445,113
2092903852,230
2092903995,196
2092904945,19
2092907515,139
2092908945,360
2092910584,59
2092911304,336
2092911407,563
2092912684,46
2092913191,409
2092914461,400
2092914524,84
2092915017,125
2092915727,815
2092917182,168
2092917577,816
2092917647,60
2092918757,1035
2092918875,152
2092918933,381
2092919360,200
2092919455,96
2092920133,49
2092921521,21
2092921772,215
2092922035,239
2092922107,641
2092922295,89
2092922593,254
2092922662,107
2092922701,171
2092922897,212
2092923457,859
2092925490,163
2092925813,727
2092925991,135
2092926037,149
2092926083,71
2092926110,77
2092926527,331
2092926813,533
2092928521,12
2092928542,227
2092928664,40
2092928791,1161
2092929857,416
2092930242,196
2092930844,40
2092931571,27
2092932207,5
2092932582,1406
2092933560,24
2092934154,351
2092934223,46
2092935932,71
2092936192,604
2092936351,1174
2092937533,126
2092937727,521
2092937872,149
2092938634,28
2092938840,114
2092939025,136
2092939483,57
2092939625,92
2092940467,66
2092942010,1160
2092942635,26
2092942884,70
2092943774,39
2092944212,469
2092944627,184
2092944792,144
2092946140,223
2092947293,886
2092948480,468
2092948962,420
2092951260,600
2092951285,212
2092951364,12
2092951443,76
2092953222,117
2092953250,96
2092953355,271
2092954041,38
2092954573,107
2092954843,535
2092956573,76
2092956663,110
2092957237,85
2092958110,556
2092958540,97
2092958825,394
2092959164,1
2092959707,52
2092960034,40
2092960804,258
2092963791,145
2092965332,262
2092965600,419
2092967043,178
2092967152,1451
2092968710,107
2092969524,180
2092969551,108
2092970334,81
2092970917,42
2092971103,108
2092971594,3
2092972025,78
2092973252,38
2092974352,577
2092975351,177
2092976763,292
2092978174,561
2092979117,87
2092980850,94
2092982291,1514
2092983305,154
2092983405,61
2092984265,474
2092986322,169
2092990863,22
2092990864,956
2092991893,77
2092991924,83
2092992673,79
2092992887,51
2092993380,15
2092994290,164
2092995194,142
2092995855,284
2092996530,44
2092997547,99
2092998467,101
2092998852,22
2092999530,189
2093000111,697
2093000957,83
2093001787,706
2093002063,38
2093003253,97
2093004503,36
2093005667,498
2093007033,475
2093007252,195
2093008442,663
2093009913,199
2093010572,534
2093010643,508
2093011210,562
2093011495,26
2093011980,116
2093012963,42
2093012983,58
2093014723,29
2093014960,247
2093016204,130
2093018290,39
2093018750,368
2093019022,71
2093019367,3
2093019674,825
2093021023,409
2093021794,746
2093022531,14
2093023170,395
2093023244,32
2093023272,388
2093024797,83
2093025897,816
2093026454,119
2093026527,504
2093027000,97
2093028187,37
2093028210,90
2093029484,194
2093029673,31
2093030757,143
2093031417,202
2093035280,574
2093037167,16
2093040277,104
2093040804,76
2093042013,153
2093042107,667
2093042550,44
2093042637,486
2093045167,96
2093046393,172
2093047690,179
2093048151,61
2093048603,124
2093049490,215
2093049863,384
2093050194,151
2093050347,183
2093050600,78
2093051244,314
2093051931,45
2093053935,444
2093053971,51
2093056013,44
2093056471,661
2093057384,204
2093057597,299
2093058397,37
2093058563,77
2093058715,249
2093060064,68
2093060952,109
2093061554,73
2093064587,60
2093064593,76
2093064853,506
2093065220,122
2093065802,446
2093066435,126
2093069085,47
2093070470,431
2093070951,253
2093071201,365
2093071285,303
2093072075,110
2093072735,176
2093072843,150
2093074877,98
2093075872,367
2093076580,216
2093077187,321
2093077203,178
2093077621,295
2093078171,829
2093078772,36
2093079835,76
2093080013,474
2093080813,297
2093081852,75
2093082187,293
2093083712,522
2093083860,51
2093084625,779
2093085227,507
2093085411,134
2093085452,146
2093085513,63
2093086613,34
2093086902,36
2093086990,665
2093087137,1355
2093087693,26
2093087820,255
2093088457,150
2093088532,885
2093088695,254
2093088981,146
2093089071,357
2093089093,51
2093089440,1
2093089700,16
2093091603,597
2093092247,96
2093092390,177
2093093094,37
2093853084,96
2093853430,2
2093853633,162
2093854050,39
2093856124,70
2093857044,103
2093857540,51
2093858032,57
2093858462,63
2093860037,256
2093860541,629
2093861905,90
2093862715,132
2093863125,13
2093863210,287
2093863414,63
2093863851,196
2093864421,91
2093864801,18
2093865801,31
2093866724,104
2093866991,76
2093867111,45
2093867161,161
2093867465,103
2093867494,45
2093869002,53
2093870940,346
2093872135,110
2093874080,18
2093874874,182
2093875080,49
2093875384,52
2093875633,105
2093876511,124
2093876592,70
2093876867,167
2093877881,132
2093878380,32
2093878710,109
2093878794,76
2093879035,501
2093880161,55
2093880341,204
2093881132,31
2093881290,165
2093882415,58
2093882642,33
2093882975,193
2093883525,136
2093883721,62
2093884365,378
2093884592,147
2093885885,103
2093886055,125
2093886667,30
2093888471,50
2093889262,40
2093889411,79
2093889797,959
2093889821,356
2093890502,109
2093891965,54
2093893837,134
2093895642,51
2093896111,109
2093896374,266
2093897572,45
2093898101,255
2093898481,20
2093899587,781
2093900827,119
2093901271,157
2093902504,19
2093904494,119
2093904952,844
2093905673,136
2093905824,34
2093906730,53
2093906944,36
2093907865,153
2093907945,51
2093908291,48
2093911237,66
2093911634,105
2093915881,63
2093917370,263
2093917913,29
2093918845,51
2093919124,62
2093919637,135
2093919727,71
2093920205,1347
2093922244,36
2093922584,301
2093922924,15
2093923390,305
2093923470,221
2093924425,121
2093926101,53
2093929672,78
2093930331,672
2093930480,223
2093930581,421
2093931387,69
2093932195,53
2093932767,137
2093935072,82
2093936724,44
2093936937,242
2093937187,125
2093937191,130
2093937587,111
2093938124,64
2093940160,132
2093940752,89
2093941090,70
2093941700,67
2093942435,62
2093942545,750
2093943435,320
2093943487,37
2093943574,235
2093943622,759
2093943865,145
2093945075,683
2093945821,199
2093946072,355
2093946140,82
2093946195,27
2093946341,501
2093947391,42
2093948907,49
2093949481,677
2093950000,27
2093950760,191
2093950825,67
2093951330,338
2093952365,84
2093953313,74
2093954281,41
2093954513,174
2093955261,518
2093955515,144
2093956093,109
2093956967,357
2093958040,255
2093959215,221
2093959901,162
2093959933,236
2093960491,72
2093960557,319
2093960770,527
2093962151,55
2093962317,361
2093962521,478
2093962644,11
2093964404,388
2093965473,178
2093966457,76
2093966733,261
2093966992,144
2093967037,179
2093967510,100
2093967565,525
2093968013,309
2093969754,61
2093970330,40
2093971127,19
2093971490,136
2093971667,64
2093972881,591
2093973217,111
2093974727,511
2093974751,75
2093975224,619
2093975642,116
2093976291,602
2093977123,39
2093978042,27
2093978254,51
2093978867,95
2093980364,26
2093980440,64
2093981553,831
2093984407,150
2093986285,28
2093987277,166
2093987732,33
2093990220,65
2093991275,36
2093991530,85
2094549637,57
2094549997,101
2094550217,273
2094550853,599
2094552514,46
2094553640,99
2094554303,424
2094555047,214
2094555297,47
2094556274,52
2094558563,68
2094559110,106
2094559220,105
2094560147,126
2094560175,641
2094561684,648
2094562654,43
2094562911,60
2094563407,85
2094564307,56
2094564717,382
2094565175,230
2094568234,81
2094569183,141
2094570007,105
2094574507,68
2094574934,28
2094575812,79
2094576674,206
2094577274,105
2094578173,34
2094578404,22
2094579473,179
2094580687,19
2094580910,145
2094582137,86
2094582245,62
2094583363,16
2094584252,51
2094584300,74
2094584945,47
2094587154,791
2094589934,213
2094590024,591
2094593570,221
2094593862,44
2094594120,33
2094594650,56
2094596284,218
2094597364,48
2094597582,11
2094599521,152
2094599573,61
2094602937,68
2094603981,178
2094604053,87
2094604503,260
2094604510,98
2094604660,45
2094605064,181
2094607472,324
2094608093,60
2094609673,94
2094610030,258
2094610225,51
2094611334,50
2094612804,73
2094615401,30
2094615725,305
2094616277,144
2094616307,120
2094616831,347
2094618890,235
2094619862,105
2094620071,212
2094621957,207
2094622710,467
2094622793,53
2094622895,82
2094623015,30
2094623895,80
2094624710,1314
2094624744,26
2094626040,78
2094627935,51
2094628125,327
2094628457,75
2094629835,118
2094630197,80
2094632575,412
2094632757,174
2094632774,22
2094632982,114
2094633064,952
2094633823,68
2094634373,733
2094634580,17
2094634993,134
2094636725,125
2094636907,194
2094636912,36
2094638767,47
2094639653,140
2094639977,224
2094640780,217
2094641455,305
2094641523,68
2094641604,37
2094641831,32
2094642871,270
2094643294,7
2094643512,109
2094644051,108
2094646635,72
2094646703,145
2094647985,137
2094648494,99
2094649562,24
2094649620,603
2094650971,203
2094651713,51
2094653980,667
2094655364,110
2094655804,233
2094656613,235
2094656850,74
2094657533,200
2094658367,507
2094659371,124
2094660043,20
2094660474,284
2094662132,104
2094662201,84
2094662255,246
2094662377,85
2094664670,73
2094667025,72
2094668761,103
2094668963,313
2094669121,171
2094669205,323
2094669691,328
2094670014,87
2094670660,90
2094670997,657
2094671105,312
2094671381,279
2094672883,6
2094672994,485
2094673267,1686
2094673571,601
2094674662,22
2094675184,291
2094675495,137
2094675562,90
2094676253,443
2094676837,125
2094677051,63
2094677064,458
2094677365,639
2094677502,145
2094679125,74
2094679580,275
2094679910,61
2094684312,149
2094685961,253
2094686062,93
2094687144,7
2094687982,190
2094690595,3
2094690957,87
2094692403,24
2094693872,150
2094694375,51
2094694511,92
2094695095,132
2094696493,41
2094696577,10
2094697551,102
2094698452,69
2094699383,315
2095336313,934
2095336380,74
2095336533,174
2095337017,110
2095337601,303
2095339303,62
2095340617,93
2095341063,668
2095342411,1622
2095342650,33
2095344835,324
2095346027,113
2095346133,130
2095348250,281
2095348484,34
2095349422,144
2095349894,228
2095350227,129
2095350585,204
2095351923,80
2095352311,24
2095352591,277
2095352751,236
2095352907,324
2095353173,43
2095353392,36
2095353882,74
2095354125,445
2095355117,482
2095355170,689
2095355493,86
2095355697,383
2095356013,99
2095358872,521
2095359503,1412
2095362260,72
2095362597,45
2095363141,59
2095363443,926
2095363637,28
2095363683,466
2095364133,481
2095364637,313
2095365521,120
2095365654,438
2095365674,111
2095366027,135
2095367872,89
2095368054,33
2095368143,100
2095368283,342
2095368807,54
2095369707,312
2095370230,67
2095370287,78
2095372073,19
2095373041,124
2095375077,69
2095376487,736
2095376597,58
2095377207,612
2095377410,76
2095378004,46
2095378383,426
2095378413,159
2095379051,315
2095379683,30
2095379871,613
2095380191,187
2095382143,406
2095382490,183
2095382730,159
2095383675,69
2095384362,332
2095384984,137
2095389374,905
2095390805,568
2095390855,199
2095391001,137
2095391127,176
2095391200,1028
2095391242,72
2095391501,87
2095391671,94
2095391795,84
2095392045,147
2095392243,1138
2095392360,50
2095392941,74
2095393265,113
2095394617,54
2095395451,136
2095396381,142
2095397813,31
2095397854,36
2095398655,871
2095398862,97
2095399021,121
2095399191,141
2095399291,56
2095399965,594
2095400005,493
2095400011,88
2095400730,242
2095400833,459
2095401971,1305
